source,Date
KKXD,2022-10-25
CPXD,2022-10-25
MTXD,2022-10-26
TLXD,2022-10-26
CPXD,2022-10-26
MKXD,2022-10-26
KNXD,2022-10-26
NFXD,2022-10-26
GLXD,2022-10-26
MCXD,2022-10-26
TPXD,2022-10-26
NCXD,2022-10-26
KKXD,2022-10-26
MKXD,2022-10-27
KNXD,2022-10-27
TLXD,2022-10-27
KKXD,2022-10-27
CPXD,2022-10-27
NFXD,2022-10-27
NCXD,2022-10-27
GLXD,2022-10-27
MCXD,2022-10-27
TPXD,2022-10-27
MTXD,2022-10-27
TLXD,2022-10-28
KNXD,2022-10-28
NFXD,2022-10-28
MTXD,2022-10-28
KKXD,2022-10-28
GLXD,2022-10-28
MCXD,2022-10-28
CPXD,2022-10-28
NCXD,2022-10-28
TPXD,2022-10-28
MKXD,2022-10-28
NCXD,2022-10-31
GLXD,2022-10-31
NFXD,2022-10-31
MKXD,2022-10-31
TLXD,2022-10-31
CPXD,2022-10-31
MCXD,2022-10-31
KKXD,2022-10-31
KNXD,2022-10-31
MTXD,2022-10-31
TPXD,2022-10-31
TLXD,2022-11-01
NCXD,2022-11-01
QRSTM,2022-11-01
MNOM,2022-11-01
MCXD,2022-11-01
TPXD,2022-11-01
MKXD,2022-11-01
JKLM,2022-11-01
KKXD,2022-11-01
MTXD,2022-11-01
KNXD,2022-11-01
GHIM,2022-11-01
GLXD,2022-11-01
CPXD,2022-11-01
XYZM,2022-11-01
DEFM,2022-11-01
ABCM,2022-11-01
UVWM,2022-11-01
NFXD,2022-11-01
MTXD,2022-11-02
MCXD,2022-11-02
GLXD,2022-11-02
KNXD,2022-11-02
NFXD,2022-11-02
NCXD,2022-11-02
KKXD,2022-11-02
TLXD,2022-11-02
CPXD,2022-11-02
TPXD,2022-11-02
MKXD,2022-11-02
KNXD,2022-11-03
NCXD,2022-11-03
GLXD,2022-11-03
CPXD,2022-11-03
MKXD,2022-11-03
KKXD,2022-11-03
TPXD,2022-11-03
MCXD,2022-11-03
NFXD,2022-11-03
TLXD,2022-11-03
MTXD,2022-11-03
JKLF,2022-11-04
UVWF,2022-11-04
MNOF,2022-11-04
CPXD,2022-11-04
GHIF,2022-11-04
MCXD,2022-11-04
GLXD,2022-11-04
QRSTF,2022-11-04
TLXD,2022-11-04
NFXD,2022-11-04
KKXD,2022-11-04
KNXD,2022-11-04
MTXD,2022-11-04
NCXD,2022-11-04
ABCF,2022-11-04
MKXD,2022-11-04
TPXD,2022-11-04
XYZF,2022-11-04
DEFF,2022-11-04
NFXD,2022-11-07
MKXD,2022-11-07
KKXD,2022-11-07
NCXD,2022-11-07
TLXD,2022-11-07
TPXD,2022-11-07
GLXD,2022-11-07
CPXD,2022-11-07
KNXD,2022-11-07
MTXD,2022-11-07
MCXD,2022-11-07
MKXD,2022-11-08
KNXD,2022-11-08
NCXD,2022-11-08
GLXD,2022-11-08
MTXD,2022-11-08
TPXD,2022-11-08
TLXD,2022-11-08
CPXD,2022-11-08
KKXD,2022-11-08
MCXD,2022-11-08
NFXD,2022-11-08
NFXD,2022-11-09
CPXD,2022-11-09
MKXD,2022-11-09
KKXD,2022-11-09
KNXD,2022-11-09
MCXD,2022-11-09
NCXD,2022-11-09
TPXD,2022-11-09
GLXD,2022-11-09
TLXD,2022-11-09
MTXD,2022-11-09
NFXD,2022-11-10
CPXD,2022-11-10
MKXD,2022-11-10
TLXD,2022-11-10
KNXD,2022-11-10
MCXD,2022-11-10
TPXD,2022-11-10
NCXD,2022-11-10
GLXD,2022-11-10
MTXD,2022-11-10
KKXD,2022-11-10
MTXD,2022-11-11
MCXD,2022-11-11
KKXD,2022-11-11
CPXD,2022-11-11
MKXD,2022-11-11
TLXD,2022-11-11
TPXD,2022-11-11
KNXD,2022-11-11
NCXD,2022-11-11
NFXD,2022-11-11
GLXD,2022-11-11
MCXD,2022-11-14
NFXD,2022-11-14
TLXD,2022-11-14
MKXD,2022-11-14
TPXD,2022-11-14
NCXD,2022-11-14
KKXD,2022-11-14
MTXD,2022-11-14
GLXD,2022-11-14
KNXD,2022-11-14
CPXD,2022-11-14
TPXD,2022-11-15
KNXD,2022-11-15
MTXD,2022-11-15
CPXD,2022-11-15
KKXD,2022-11-15
TLXD,2022-11-15
NFXD,2022-11-15
GLXD,2022-11-15
MCXD,2022-11-15
MKXD,2022-11-15
NCXD,2022-11-15
GLXD,2022-11-16
MTXD,2022-11-16
TPXD,2022-11-16
KKXD,2022-11-16
MKXD,2022-11-16
TLXD,2022-11-16
KNXD,2022-11-16
NCXD,2022-11-16
MCXD,2022-11-16
NFXD,2022-11-16
CPXD,2022-11-16
KNXD,2022-11-17
MCXD,2022-11-17
MTXD,2022-11-17
GLXD,2022-11-17
NFXD,2022-11-17
TPXD,2022-11-17
KKXD,2022-11-17
TLXD,2022-11-17
NCXD,2022-11-17
MKXD,2022-11-17
CPXD,2022-11-17
MTXD,2022-11-18
MCXD,2022-11-18
GHIF,2022-11-18
NFXD,2022-11-18
UVWF,2022-11-18
MKXD,2022-11-18
CPXD,2022-11-18
GLXD,2022-11-18
NCXD,2022-11-18
QRSTF,2022-11-18
ABCF,2022-11-18
KNXD,2022-11-18
MNOF,2022-11-18
TLXD,2022-11-18
KKXD,2022-11-18
TPXD,2022-11-18
DEFF,2022-11-18
XYZF,2022-11-18
JKLF,2022-11-18
MKXD,2022-11-21
GLXD,2022-11-21
CPXD,2022-11-21
KKXD,2022-11-21
NFXD,2022-11-21
KNXD,2022-11-21
MTXD,2022-11-21
NCXD,2022-11-21
MCXD,2022-11-21
TPXD,2022-11-21
TLXD,2022-11-21
MKXD,2022-11-22
CPXD,2022-11-22
NCXD,2022-11-22
TPXD,2022-11-22
KKXD,2022-11-22
NFXD,2022-11-22
MTXD,2022-11-22
GLXD,2022-11-22
KNXD,2022-11-22
MCXD,2022-11-22
TLXD,2022-11-22
MKXD,2022-11-23
MTXD,2022-11-23
KKXD,2022-11-23
KNXD,2022-11-23
NFXD,2022-11-23
NCXD,2022-11-23
TPXD,2022-11-23
CPXD,2022-11-23
MCXD,2022-11-23
TLXD,2022-11-23
GLXD,2022-11-23
TLXD,2022-11-24
MKXD,2022-11-24
TPXD,2022-11-24
KKXD,2022-11-24
NFXD,2022-11-24
MCXD,2022-11-24
MTXD,2022-11-24
KNXD,2022-11-24
GLXD,2022-11-24
CPXD,2022-11-24
NCXD,2022-11-24
MTXD,2022-11-25
NFXD,2022-11-25
KNXD,2022-11-25
TLXD,2022-11-25
NCXD,2022-11-25
TPXD,2022-11-25
CPXD,2022-11-25
GLXD,2022-11-25
MKXD,2022-11-25
KKXD,2022-11-25
MCXD,2022-11-25
TPXD,2022-11-28
MTXD,2022-11-28
MCXD,2022-11-28
TLXD,2022-11-28
NFXD,2022-11-28
KNXD,2022-11-28
CPXD,2022-11-28
GLXD,2022-11-28
NCXD,2022-11-28
KKXD,2022-11-28
MKXD,2022-11-28
NFXD,2022-11-29
KKXD,2022-11-29
CPXD,2022-11-29
TLXD,2022-11-29
GLXD,2022-11-29
MTXD,2022-11-29
NCXD,2022-11-29
KNXD,2022-11-29
MKXD,2022-11-29
MCXD,2022-11-29
TPXD,2022-11-29
MKXD,2022-11-30
NFXD,2022-11-30
CPXD,2022-11-30
KNXD,2022-11-30
KKXD,2022-11-30
MCXD,2022-11-30
TPXD,2022-11-30
TLXD,2022-11-30
NCXD,2022-11-30
MTXD,2022-11-30
GLXD,2022-11-30
MTXD,2022-12-01
MNOM,2022-12-01
QRSTM,2022-12-01
MCXD,2022-12-01
GHIM,2022-12-01
JKLM,2022-12-01
KNXD,2022-12-01
DEFM,2022-12-01
GLXD,2022-12-01
CPXD,2022-12-01
XYZM,2022-12-01
KKXD,2022-12-01
UVWM,2022-12-01
NCXD,2022-12-01
ABCM,2022-12-01
MKXD,2022-12-01
TPXD,2022-12-01
NFXD,2022-12-01
TLXD,2022-12-01
XYZF,2022-12-02
ABCF,2022-12-02
UVWF,2022-12-02
CPXD,2022-12-02
GHIF,2022-12-02
NCXD,2022-12-02
JKLF,2022-12-02
KNXD,2022-12-02
NFXD,2022-12-02
MKXD,2022-12-02
KKXD,2022-12-02
MTXD,2022-12-02
MNOF,2022-12-02
DEFF,2022-12-02
MCXD,2022-12-02
QRSTF,2022-12-02
TPXD,2022-12-02
GLXD,2022-12-02
TLXD,2022-12-02
TLXD,2022-12-05
NFXD,2022-12-05
KNXD,2022-12-05
MCXD,2022-12-05
CPXD,2022-12-05
GLXD,2022-12-05
MKXD,2022-12-05
MTXD,2022-12-05
KKXD,2022-12-05
NCXD,2022-12-05
TPXD,2022-12-05
NFXD,2022-12-06
MTXD,2022-12-06
TLXD,2022-12-06
TPXD,2022-12-06
KNXD,2022-12-06
MKXD,2022-12-06
MCXD,2022-12-06
CPXD,2022-12-06
GLXD,2022-12-06
KKXD,2022-12-06
NCXD,2022-12-06
NFXD,2022-12-07
GLXD,2022-12-07
CPXD,2022-12-07
TPXD,2022-12-07
KNXD,2022-12-07
MKXD,2022-12-07
MTXD,2022-12-07
MCXD,2022-12-07
TLXD,2022-12-07
KKXD,2022-12-07
NCXD,2022-12-07
GLXD,2022-12-08
NCXD,2022-12-08
CPXD,2022-12-08
MTXD,2022-12-08
MCXD,2022-12-08
TPXD,2022-12-08
TLXD,2022-12-08
KKXD,2022-12-08
NFXD,2022-12-08
MKXD,2022-12-08
KNXD,2022-12-08
KNXD,2022-12-09
MKXD,2022-12-09
GLXD,2022-12-09
NCXD,2022-12-09
KKXD,2022-12-09
MTXD,2022-12-09
CPXD,2022-12-09
NFXD,2022-12-09
TPXD,2022-12-09
TLXD,2022-12-09
MCXD,2022-12-09
TPXD,2022-12-12
CPXD,2022-12-12
GLXD,2022-12-12
KKXD,2022-12-12
NCXD,2022-12-12
KNXD,2022-12-12
NFXD,2022-12-12
MTXD,2022-12-12
MCXD,2022-12-12
TLXD,2022-12-12
MKXD,2022-12-12
MKXD,2022-12-13
NCXD,2022-12-13
MCXD,2022-12-13
MTXD,2022-12-13
CPXD,2022-12-13
TLXD,2022-12-13
TPXD,2022-12-13
KNXD,2022-12-13
KKXD,2022-12-13
GLXD,2022-12-13
NFXD,2022-12-13
MKXD,2022-12-14
TPXD,2022-12-14
NCXD,2022-12-14
TLXD,2022-12-14
KNXD,2022-12-14
CPXD,2022-12-14
GLXD,2022-12-14
MTXD,2022-12-14
MCXD,2022-12-14
KKXD,2022-12-14
NFXD,2022-12-14
TPXD,2022-12-15
MTXD,2022-12-15
KKXD,2022-12-15
NFXD,2022-12-15
MKXD,2022-12-15
CPXD,2022-12-15
MCXD,2022-12-15
GLXD,2022-12-15
TLXD,2022-12-15
KNXD,2022-12-15
NCXD,2022-12-15
TLXD,2022-12-16
QRSTF,2022-12-16
KKXD,2022-12-16
UVWF,2022-12-16
NCXD,2022-12-16
DEFF,2022-12-16
MTXD,2022-12-16
GHIF,2022-12-16
ABCF,2022-12-16
JKLF,2022-12-16
CPXD,2022-12-16
KNXD,2022-12-16
XYZF,2022-12-16
MNOF,2022-12-16
MCXD,2022-12-16
GLXD,2022-12-16
TPXD,2022-12-16
MKXD,2022-12-16
NFXD,2022-12-16
MTXD,2022-12-19
NFXD,2022-12-19
NCXD,2022-12-19
MCXD,2022-12-19
KKXD,2022-12-19
TLXD,2022-12-19
KNXD,2022-12-19
GLXD,2022-12-19
MKXD,2022-12-19
TPXD,2022-12-19
CPXD,2022-12-19
MTXD,2022-12-20
MCXD,2022-12-20
TPXD,2022-12-20
CPXD,2022-12-20
NCXD,2022-12-20
GLXD,2022-12-20
KKXD,2022-12-20
KNXD,2022-12-20
MKXD,2022-12-20
TLXD,2022-12-20
NFXD,2022-12-20
MTXD,2022-12-21
NFXD,2022-12-21
TLXD,2022-12-21
MKXD,2022-12-21
CPXD,2022-12-21
KNXD,2022-12-21
GLXD,2022-12-21
KKXD,2022-12-21
NCXD,2022-12-21
TPXD,2022-12-21
MCXD,2022-12-21
TPXD,2022-12-22
MKXD,2022-12-22
MCXD,2022-12-22
GLXD,2022-12-22
MTXD,2022-12-22
NCXD,2022-12-22
CPXD,2022-12-22
NFXD,2022-12-22
TLXD,2022-12-22
KNXD,2022-12-22
KKXD,2022-12-22
KKXD,2022-12-23
KNXD,2022-12-23
MKXD,2022-12-23
NCXD,2022-12-23
GLXD,2022-12-23
TPXD,2022-12-23
MCXD,2022-12-23
MTXD,2022-12-23
NFXD,2022-12-23
CPXD,2022-12-23
TLXD,2022-12-23
NCXD,2022-12-26
MKXD,2022-12-26
GLXD,2022-12-26
KNXD,2022-12-26
TLXD,2022-12-26
TPXD,2022-12-26
KKXD,2022-12-26
MTXD,2022-12-26
MCXD,2022-12-26
NFXD,2022-12-26
CPXD,2022-12-26
TLXD,2022-12-27
CPXD,2022-12-27
KNXD,2022-12-27
NCXD,2022-12-27
GLXD,2022-12-27
NFXD,2022-12-27
TPXD,2022-12-27
MTXD,2022-12-27
KKXD,2022-12-27
MKXD,2022-12-27
MCXD,2022-12-27
KNXD,2022-12-28
GLXD,2022-12-28
NFXD,2022-12-28
KKXD,2022-12-28
CPXD,2022-12-28
TLXD,2022-12-28
NCXD,2022-12-28
MKXD,2022-12-28
MCXD,2022-12-28
TPXD,2022-12-28
MTXD,2022-12-28
TPXD,2022-12-29
NCXD,2022-12-29
KKXD,2022-12-29
MCXD,2022-12-29
NFXD,2022-12-29
GLXD,2022-12-29
MTXD,2022-12-29
CPXD,2022-12-29
MKXD,2022-12-29
KNXD,2022-12-29
TLXD,2022-12-29
MNOF,2022-12-30
GLXD,2022-12-30
XYZF,2022-12-30
ABCF,2022-12-30
TPXD,2022-12-30
DEFF,2022-12-30
KNXD,2022-12-30
MKXD,2022-12-30
NFXD,2022-12-30
NCXD,2022-12-30
GHIF,2022-12-30
UVWF,2022-12-30
MCXD,2022-12-30
QRSTF,2022-12-30
JKLF,2022-12-30
MTXD,2022-12-30
CPXD,2022-12-30
TLXD,2022-12-30
KKXD,2022-12-30
JKLQ,2022-12-31
MNOQ,2022-12-31
UVWQ,2022-12-31
GHIQ,2022-12-31
DEFQ,2022-12-31
QRSTQ,2022-12-31
ABCQ,2022-12-31
XYZQ,2022-12-31
QRSTM,2023-01-01
MNOM,2023-01-01
UVWM,2023-01-01
ABCM,2023-01-01
XYZM,2023-01-01
DEFM,2023-01-01
GHIM,2023-01-01
JKLM,2023-01-01
GLXD,2023-01-02
MCXD,2023-01-02
CPXD,2023-01-02
MTXD,2023-01-02
TLXD,2023-01-02
NFXD,2023-01-02
KNXD,2023-01-02
KKXD,2023-01-02
NCXD,2023-01-02
TPXD,2023-01-02
MKXD,2023-01-02
TPXD,2023-01-03
MKXD,2023-01-03
TLXD,2023-01-03
NFXD,2023-01-03
NCXD,2023-01-03
MCXD,2023-01-03
CPXD,2023-01-03
KNXD,2023-01-03
KKXD,2023-01-03
MTXD,2023-01-03
GLXD,2023-01-03
MKXD,2023-01-04
TLXD,2023-01-04
CPXD,2023-01-04
KNXD,2023-01-04
NFXD,2023-01-04
MTXD,2023-01-04
TPXD,2023-01-04
GLXD,2023-01-04
KKXD,2023-01-04
NCXD,2023-01-04
MCXD,2023-01-04
MTXD,2023-01-05
MCXD,2023-01-05
GLXD,2023-01-05
CPXD,2023-01-05
KNXD,2023-01-05
TLXD,2023-01-05
NCXD,2023-01-05
MKXD,2023-01-05
NFXD,2023-01-05
TPXD,2023-01-05
KKXD,2023-01-05
KNXD,2023-01-06
MKXD,2023-01-06
GLXD,2023-01-06
KKXD,2023-01-06
MTXD,2023-01-06
CPXD,2023-01-06
MCXD,2023-01-06
NCXD,2023-01-06
TPXD,2023-01-06
TLXD,2023-01-06
NFXD,2023-01-06
NCXD,2023-01-09
MTXD,2023-01-09
KNXD,2023-01-09
GLXD,2023-01-09
TPXD,2023-01-09
MKXD,2023-01-09
KKXD,2023-01-09
TLXD,2023-01-09
NFXD,2023-01-09
MCXD,2023-01-09
CPXD,2023-01-09
TLXD,2023-01-10
KNXD,2023-01-10
NFXD,2023-01-10
GLXD,2023-01-10
KKXD,2023-01-10
NCXD,2023-01-10
MKXD,2023-01-10
MCXD,2023-01-10
MTXD,2023-01-10
TPXD,2023-01-10
CPXD,2023-01-10
